conv_parameters,occurences,models
"(128, 56, 56, 512, 56, 56, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",21,resnetv2_101x1_bit caformer_b36 dla102x2 coatnet_rmlp_2_rw_224 coatnet_2_224 convformer_b36 resnetv2_152x2_bit coatnet_2_rw_224 maxvit_large_tf_224
"(512, 56, 56, 128, 56, 56, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",17,resnetv2_101x1_bit efficientvit_l3 caformer_b36 coatnet_rmlp_2_rw_224 convformer_b36 resnetv2_152x2_bit coatnet_2_rw_224
"(128, 56, 56, 256, 28, 28, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, False, True)",16,hrnet_w44 hrnet_w18 mambaout_base_plus_rw mambaout_base_short_rw caformer_b36 hrnet_w48 hrnet_w40 mambaout_base hrnet_w18_small convformer_b36 mambaout_base_tall_rw hrnet_w30 hrnet_w32 hrnet_w18_small_v2 hrnet_w64 mambaout_base_wide_rw
"(256, 28, 28, 512, 28, 28, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",137,resnetv2_50d_evos hgnetv2_b4 resnest50d_4s2x40d seresnext26d_32x4d seresnet50t resnetaa101d seresnetaa50d resnetv2_50d_frn resnest14d resnet50_clip resnetv2_50d hgnetv2_b6 vit_small_resnet26d_224 vit_base_resnet50d_224 wide_resnet101_2 wide_resnet50_2 vit_base_resnet26d_224 resnetv2_101d caformer_b36 vit_small_resnet50d_s16_224 resnest50d_1s4x24d skresnext50_32x4d dla60_res2next ecaresnext50t_32x4d resnet50_clip_gap dla102x2 convformer_b36 res2next50 resnet50t resnetaa50d resnext101_32x4d legacy_seresnext101_32x4d resnext50_32x4d tresnet_v2_l resnetv2_50t dla102x ecaresnet101d legacy_seresnext26_32x4d resnetblur101d legacy_seresnext50_32x4d resnet26d ecaresnet50d resnetv2_152d resnet50d seresnext101_32x4d res2net50d ecaresnext26t_32x4d hgnetv2_b3 hgnetv2_b5 resnet101_clip seresnext50_32x4d skresnet50d resnetv2_50d_gn seresnext26t_32x4d resnest50d resnetblur50d resnext50d_32x4d resnest26d dla60x resnet101_clip_gap res2net101d ecaresnetlight seresnext101d_32x8d
"(512, 28, 28, 512, 28, 28, 7, 7, 3, 3, 3, 3, 1, 1, 1, 1, 512, False, False)",24,caformer_b36 convformer_b36
"(512, 28, 28, 256, 28, 28, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",160,resnetblur50 skresnet50 senet154 wide_resnet50_2 vit_base_resnet26d_224 resnetv2_101d resnetv2_50 resnetaa50d legacy_seresnext101_32x4d resnet50s resnetv2_50t seresnext101_32x4d resnet101_clip densenetblur121d seresnext26t_32x4d coatnet_rmlp_2_rw_224 resnext50d_32x4d resnest26d resnet101_clip_gap res2next50 coatnet_2_rw_224 dla60 resnet101 resnest14d densenet169 seresnet101 skresnext50_32x4d resnet50_clip_gap dla102x2 resnet50t tresnet_v2_l dla102x ecaresnet101d resnet26d dla102 ecaresnet50d dla169 dla60_res2net resnest50d resnetblur50d resnetv2_152 resnet152c resnetaa101d seresnetaa50d vit_small_r26_s32_224 resnetv2_50d resnet50 vit_large_r50_s32_224 seresnet50 vit_small_resnet50d_s16_224 dla60_res2next resnet152 convformer_b36 resnet101c resnext101_32x4d legacy_senet154 legacy_seresnext26_32x4d resnet101s resnet152s ecaresnext26t_32x4d seresnext50_32x4d skresnet50d densenet121 vit_small_resnet26d_224 dla60x seresnet152 resnetv2_50d_evos seresnext26d_32x4d seresnet50t resnetv2_50d_frn resnet50_clip resnetv2_50x1_bit resnetaa50 wide_resnet101_2 vit_base_resnet50d_224 resnet200 caformer_b36 vit_base_r26_s32_224 ecaresnext50t_32x4d resnet50c densenet201 resnext50_32x4d resnetblur101d legacy_seresnext50_32x4d resnetv2_152d resnet50d resnet50_gn resnetv2_101 vit_base_r50_s16_224 resnet26 resnetv2_50d_gn ecaresnetlight
"(256, 28, 28, 1024, 28, 28, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",76,resnetv2_101x1_bit caformer_b36 dla102x2 coatnet_rmlp_2_rw_224 coatnet_2_224 convformer_b36 resnetv2_152x2_bit coatnet_2_rw_224 maxvit_large_tf_224
"(1024, 28, 28, 256, 28, 28, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",65,resnetv2_101x1_bit efficientvit_l3 caformer_b36 coatnet_rmlp_2_rw_224 convformer_b36 resnetv2_152x2_bit coatnet_2_rw_224
"(256, 28, 28, 512, 14, 14, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, False, True)",16,hrnet_w44 hrnet_w18 mambaout_base_plus_rw mambaout_base_short_rw caformer_b36 hrnet_w48 hrnet_w40 mambaout_base hrnet_w18_small convformer_b36 mambaout_base_tall_rw hrnet_w30 hrnet_w32 hrnet_w18_small_v2 hrnet_w64 mambaout_base_wide_rw
"(512, 14, 14, 768, 7, 7, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, False, True)",7,mambaout_base_plus_rw mambaout_base_short_rw caformer_b36 mambaout_base mambaout_base_tall_rw convformer_b36 mambaout_base_wide_rw
"(3, 224, 224, 96, 56, 56, 7, 7, 2, 2, 2, 2, 4, 4, 1, 1, 1, False, True)",6,convformer_m36 caformer_m36 poolformerv2_m36 poolformerv2_m48 poolformer_m36 poolformer_m48
"(96, 56, 56, 192, 56, 56, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",12,densenet264d convformer_m36 caformer_m36 regnetx_032 densenet161 tiny_vit_21m_224 hgnetv2_b6
"(192, 56, 56, 192, 56, 56, 7, 7, 3, 3, 3, 3, 1, 1, 1, 1, 192, False, False)",6,convformer_m36 caformer_m36
"(192, 56, 56, 96, 56, 56, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",7,mobilenetv4_conv_aa_large convformer_m36 caformer_m36
"(96, 56, 56, 384, 56, 56, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",42,coatnet_rmlp_0_rw_224 coatnet_1_224 maxvit_small_tf_224 coatnet_rmlp_1_rw_224 coatnet_0_224 maxvit_base_tf_224 maxvit_rmlp_small_rw_224 caformer_m36 coatnet_rmlp_1_rw2_224 convformer_m36 poolformerv2_m36 poolformerv2_m48 mobilenetv4_conv_aa_large coatnet_0_rw_224 tiny_vit_21m_224 maxvit_rmlp_base_rw_224 coatnet_1_rw_224 coatnet_bn_0_rw_224
"(384, 56, 56, 96, 56, 56, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",31,coatnet_rmlp_0_rw_224 coatnet_rmlp_1_rw_224 maxvit_rmlp_small_rw_224 caformer_m36 coatnet_rmlp_1_rw2_224 convformer_m36 poolformerv2_m36 poolformerv2_m48 mobilenetv4_conv_aa_large coatnet_0_rw_224 tiny_vit_21m_224 maxvit_rmlp_base_rw_224 coatnet_1_rw_224 coatnet_bn_0_rw_224
"(96, 56, 56, 192, 28, 28, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, False, True)",11,mambaout_small convformer_m36 caformer_m36 poolformerv2_m36 mambaout_small_rw crossvit_15_dagger_240 poolformerv2_m48 poolformer_m36 efficientformer_l7 poolformer_m48 mambaout_tiny
"(192, 28, 28, 384, 28, 28, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",35,coatnet_3_rw_224 convformer_m36 caformer_m36 hgnetv2_b2 coatnet_rmlp_3_rw_224 visformer_small tiny_vit_21m_224
"(384, 28, 28, 384, 28, 28, 7, 7, 3, 3, 3, 3, 1, 1, 1, 1, 384, False, False)",24,convformer_m36 caformer_m36
"(384, 28, 28, 192, 28, 28, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",42,coatnet_rmlp_0_rw_224 coatnet_rmlp_1_rw_224 densenet264d maxvit_rmlp_small_rw_224 caformer_m36 coatnet_rmlp_1_rw2_224 convformer_m36 mobilenetv4_conv_aa_large densenet161 coatnet_0_rw_224 visformer_small maxvit_rmlp_base_rw_224 coatnet_1_rw_224 coatnet_bn_0_rw_224
"(192, 28, 28, 768, 28, 28, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",91,coatnet_rmlp_0_rw_224 coatnet_1_224 maxvit_small_tf_224 coatnet_rmlp_1_rw_224 coatnet_0_224 maxvit_base_tf_224 maxvit_rmlp_small_rw_224 caformer_m36 coatnet_rmlp_1_rw2_224 convformer_m36 poolformerv2_m36 poolformerv2_m48 mobilenetv4_conv_aa_large coatnet_0_rw_224 maxvit_rmlp_base_rw_224 coatnet_1_rw_224 coatnet_bn_0_rw_224
"(768, 28, 28, 192, 28, 28, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",75,coatnet_rmlp_0_rw_224 coatnet_rmlp_1_rw_224 maxvit_rmlp_small_rw_224 caformer_m36 coatnet_rmlp_1_rw2_224 convformer_m36 poolformerv2_m36 poolformerv2_m48 mobilenetv4_conv_aa_large coatnet_0_rw_224 maxvit_rmlp_base_rw_224 coatnet_1_rw_224 coatnet_bn_0_rw_224
"(192, 28, 28, 384, 14, 14, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, False, True)",11,mambaout_small convformer_m36 caformer_m36 poolformerv2_m36 mambaout_small_rw crossvit_15_dagger_240 poolformerv2_m48 poolformer_m36 efficientformer_l7 poolformer_m48 mambaout_tiny
"(384, 14, 14, 576, 7, 7, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, False, True)",5,mambaout_small convformer_m36 caformer_m36 mambaout_small_rw mambaout_tiny
"(3, 224, 224, 64, 56, 56, 7, 7, 2, 2, 2, 2, 4, 4, 1, 1, 1, False, True)",10,poolformer_s36 poolformer_s12 poolformerv2_s24 caformer_s18 poolformerv2_s12 convformer_s18 convformer_s36 caformer_s36 poolformerv2_s36 poolformer_s24
"(64, 56, 56, 128, 56, 56, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",69,dla60 hgnetv2_b4 seresnext26d_32x4d caformer_s36 densenet169 hrnet_w64 wide_resnet101_2 regnety_008 wide_resnet50_2 regnetx_008 skresnext50_32x4d mobilenetv1_100 ecaresnext50t_32x4d densenet201 ese_vovnet19b_dw resnext101_32x4d legacy_seresnext101_32x4d resnext50_32x4d tiny_vit_5m_224 legacy_seresnext26_32x4d caformer_s18 legacy_seresnext50_32x4d dla102 dla169 repvit_m1_5 seresnext101_32x4d hrnet_w18_small repvit_m1_1 ecaresnext26t_32x4d hgnetv2_b3 hgnetv2_b5 mobilenetv1_100h seresnext50_32x4d densenetblur121d repvit_m3 repvit_m2 densenet121 convformer_s18 seresnext26t_32x4d convformer_s36 resnext50d_32x4d mobileone_s3 tiny_vit_11m_224 res2next50
"(128, 56, 56, 128, 56, 56, 7, 7, 3, 3, 3, 3, 1, 1, 1, 1, 128, False, False)",14,caformer_s18 focalnet_base_lrf convformer_s18 convformer_s36 caformer_s36
"(128, 56, 56, 64, 56, 56, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",52,dla60 selecsls60 caformer_s36 selecsls42b dla34 dpn68b efficientvit_b3 dla46_c selecsls60b selecsls42 resnet50s caformer_s18 dla102 resnet101s dpn48b resnet152s dla169 repvit_m1_5 repvit_m1_1 dla60x_c dla46x_c repvit_m3 repvit_m2 convformer_s18 convformer_s36 selecsls84
"(64, 56, 56, 256, 56, 56, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",364,hrnet_w44 resnetblur50 resnext101_32x32d skresnet50 coatnet_nano_cc_224 resnext101_64x4d res2net101_26w_4s hrnet_w18 wide_resnet50_2 vit_base_resnet26d_224 resnetv2_101d coatnet_pico_rw_224 resnetv2_50 maxvit_tiny_rw_224 resnext101_32x16d resnetaa50d legacy_seresnext101_32x4d resnet50s tiny_vit_5m_224 resnetv2_50t hrnet_w48 maxvit_tiny_tf_224 res2net50_26w_8s seresnext101_32x4d resnet101_clip seresnext26t_32x4d resnext50d_32x4d resnest26d resnet101_clip_gap res2next50 legacy_seresnet101 seresnext101d_32x8d resnet101 hrnet_w32 resnest14d hrnet_w64 hrnet_w18_ssld seresnet101 resnest50d_1s4x24d skresnext50_32x4d resnet50_clip_gap resnet50t tresnet_v2_l ecaresnet101d resnet26d res2net50_26w_6s ecaresnet50d legacy_seresnet152 poolformerv2_s36 res2net50_48w_2s hrnet_w48_ssld convformer_s18 resnest50d resnetblur50d tiny_vit_11m_224 res2net101d resnetv2_152 poolformerv2_s12 resnet152c resnest50d_4s2x40d seresnext101_64x4d caformer_s36 resnetaa101d seresnetaa50d vit_small_r26_s32_224 resnetv2_50d resnet50 vit_large_r50_s32_224 seresnet50 vit_small_resnet50d_s16_224 coatnet_nano_rw_224 efficientvit_b3 resnet152 resnet101c resnext101_32x4d legacy_seresnext26_32x4d resnet101s resnet152s resnext101_32x8d res2net50d ecaresnext26t_32x4d seresnext50_32x4d skresnet50d coatnet_0_rw_224 convformer_s36 vit_small_resnet26d_224 seresnet152 resnetv2_50d_evos seresnext26d_32x4d seresnet50t resnetv2_50d_frn hrnet_w18_small_v2 resnet50_clip resnetaa50 resnetv2_50x1_bit wide_resnet101_2 vit_base_resnet50d_224 resnet200 vit_base_r26_s32_224 ecaresnext50t_32x4d hrnet_w40 resnet50c resnext50_32x4d poolformerv2_s24 resnetblur101d caformer_s18 seresnext101_32x8d legacy_seresnext50_32x4d resnetv2_152d resnet50d res2net50_26w_4s res2net50_14w_8s resnet50_gn resnetv2_101 vit_base_r50_s16_224 coatnet_rmlp_nano_rw_224 coatnet_rmlp_1_rw_224 resnet26 resnetv2_50d_gn hrnet_w30 legacy_seresnet50 ecaresnetlight
"(256, 56, 56, 64, 56, 56, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",182,hrnet_w44 resnetblur50 skresnet50 coatnet_nano_cc_224 hrnet_w18 vit_base_resnet26d_224 resnetv2_101d resnetv2_50 maxvit_tiny_rw_224 resnetaa50d resnet50s tiny_vit_5m_224 resnetv2_50t hrnet_w48 mobilenet_edgetpu_v2_l resnet101_clip resnest26d resnet101_clip_gap legacy_seresnet101 resnet101 hrnet_w32 hrnet_w64 hrnet_w18_ssld seresnet101 resnet50_clip_gap resnet50t tresnet_v2_l ecaresnet101d resnet26d ecaresnet50d legacy_seresnet152 poolformerv2_s36 hrnet_w48_ssld convformer_s18 resnest50d resnetblur50d tiny_vit_11m_224 resnetv2_152 poolformerv2_s12 resnet152c caformer_s36 resnetaa101d seresnetaa50d vit_small_r26_s32_224 resnetv2_50d resnet50 vit_large_r50_s32_224 seresnet50 vit_small_resnet50d_s16_224 efficientvit_b3 resnet152 resnet101c resnet101s resnet152s skresnet50d convformer_s36 vit_small_resnet26d_224 seresnet152 resnetv2_50d_evos seresnet50t resnetv2_50d_frn hrnet_w18_small_v2 resnet50_clip mobilenet_edgetpu_v2_m resnetaa50 resnetv2_50x1_bit vit_base_resnet50d_224 resnet200 efficientvit_l1 vit_base_r26_s32_224 hrnet_w40 resnet50c efficientvit_l2 poolformerv2_s24 resnetblur101d caformer_s18 resnetv2_152d resnet50d resnet50_gn resnetv2_101 vit_base_r50_s16_224 resnet26 resnetv2_50d_gn hrnet_w30 legacy_seresnet50
"(64, 56, 56, 128, 28, 28, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, False, True)",18,poolformer_s36 pvt_v2_b2 poolformer_s12 poolformerv2_s24 caformer_s18 efficientformer_l3 poolformerv2_s12 pvt_v2_b1 convformer_s18 convformer_s36 caformer_s36 pvt_v2_b4 pvt_v2_b5 poolformerv2_s36 poolformer_s24 pvt_v2_b2_li pvt_v2_b3 crossvit_9_dagger_240
"(128, 28, 28, 256, 28, 28, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",87,dla60 caformer_s36 hrnet_w64 hgnetv2_b0 mobilenetv1_100 dla60_res2next dla102x2 dla102x caformer_s18 dla102 tresnet_m dla169 repvit_m1_5 repvit_m1_1 dla60_res2net mobilenetv1_100h hgnetv2_b1 repvit_m3 repvit_m2 convformer_s18 coatnet_rmlp_2_rw_224 convformer_s36 tiny_vit_11m_224 dla60x coatnet_2_rw_224
"(256, 28, 28, 256, 28, 28, 7, 7, 3, 3, 3, 3, 1, 1, 1, 1, 256, False, False)",32,caformer_s18 focalnet_base_lrf convformer_s18 convformer_s36 caformer_s36
"(256, 28, 28, 128, 28, 28, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",85,dla60 coatnet_nano_cc_224 caformer_s36 selecsls60 densenet169 dla34 dpn68b densenet201 efficientvit_b3 maxvit_tiny_rw_224 selecsls60b caformer_s18 dla102 dpn48b repvit_m1_5 dla169 repvit_m1_1 densenetblur121d repvit_m3 repvit_m2 densenet121 convformer_s18 convformer_s36
"(128, 28, 28, 512, 28, 28, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",333,resnetv2_152 resnetblur50 poolformerv2_s12 resnet152c resnetv2_50d_evos skresnet50 resnet101 coatnet_nano_cc_224 caformer_s36 seresnet50t resnetaa101d seresnetaa50d vit_small_r26_s32_224 resnetv2_50d_frn resnest14d resnet50_clip resnetaa50 resnetv2_50d resnet50 resnetv2_50x1_bit vit_base_resnet50d_224 vit_large_r50_s32_224 seresnet101 vit_small_resnet26d_224 resnet200 vit_base_resnet26d_224 seresnet50 resnetv2_101d vit_small_resnet50d_s16_224 coatnet_nano_rw_224 coatnet_pico_rw_224 vit_base_r26_s32_224 resnet50_clip_gap resnetv2_50 resnet50c efficientvit_b3 resnet152 maxvit_tiny_rw_224 resnet101c ecaresnetlight resnet50t resnetaa50d resnet50s poolformerv2_s24 tresnet_v2_l resnetv2_50t ecaresnet101d caformer_s18 resnetblur101d resnet26d resnet101s ecaresnet50d maxvit_tiny_tf_224 resnet152s resnetv2_152d resnet50d legacy_seresnet152 resnet50_gn resnetv2_101 vit_base_r50_s16_224 poolformerv2_s36 resnet101_clip coatnet_rmlp_nano_rw_224 resnet26 skresnet50d resnetv2_50d_gn convformer_s18 resnest50d resnetblur50d convformer_s36 resnest26d resnet101_clip_gap legacy_seresnet50 legacy_seresnet101 seresnet152
"(512, 28, 28, 128, 28, 28, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, False, False)",265,resnetv2_152 resnetblur50 poolformerv2_s12 resnet152c resnetv2_50d_evos skresnet50 resnet101 coatnet_nano_cc_224 caformer_s36 seresnet50t resnetaa101d seresnetaa50d vit_small_r26_s32_224 resnetv2_50d_frn resnet50_clip resnetv2_50d resnetaa50 resnetv2_50x1_bit resnet50 vit_large_r50_s32_224 vit_base_resnet50d_224 vit_small_resnet26d_224 seresnet101 resnet200 vit_base_resnet26d_224 seresnet50 resnetv2_101d efficientvit_l1 vit_small_resnet50d_s16_224 vit_base_r26_s32_224 resnet50_clip_gap resnetv2_50 resnet50c efficientvit_b3 resnet152 maxvit_tiny_rw_224 resnet101c resnet50t resnetaa50d efficientvit_l2 resnet50s poolformerv2_s24 tresnet_v2_l resnetv2_50t ecaresnet101d caformer_s18 resnetblur101d resnet26d resnet101s ecaresnet50d resnet152s resnetv2_152d resnet50d legacy_seresnet152 resnet50_gn resnetv2_101 vit_base_r50_s16_224 poolformerv2_s36 resnet101_clip resnet26 skresnet50d resnetv2_50d_gn convformer_s18 resnest50d resnetblur50d convformer_s36 resnest26d resnet101_clip_gap legacy_seresnet50 legacy_seresnet101 seresnet152
"(128, 28, 28, 320, 14, 14, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, False, True)",17,poolformer_s36 pvt_v2_b2 poolformer_s12 poolformerv2_s24 caformer_s18 efficientformer_l3 poolformerv2_s12 pvt_v2_b1 convformer_s18 convformer_s36 caformer_s36 pvt_v2_b4 pvt_v2_b5 poolformerv2_s36 poolformer_s24 pvt_v2_b2_li pvt_v2_b3
"(320, 14, 14, 512, 7, 7, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, False, True)",17,poolformer_s36 pvt_v2_b2 poolformer_s12 poolformerv2_s24 caformer_s18 efficientformer_l3 poolformerv2_s12 pvt_v2_b1 convformer_s18 convformer_s36 caformer_s36 pvt_v2_b4 pvt_v2_b5 poolformerv2_s36 poolformer_s24 pvt_v2_b2_li pvt_v2_b3
"(3, 448, 448, 768, 28, 28, 16, 16, 0, 0, 0, 0, 16, 16, 1, 1, 1, False, True)",1,cait_m48_448
"(3, 224, 224, 384, 14, 14, 16, 16, 0, 0, 0, 0, 16, 16, 1, 1, 1, False, True)",17,deit_small_distilled_patch16_224 crossvit_small_240 gmixer_24_224 vit_small_patch16_36x1_224 resmlp_36_224 crossvit_15_240 vit_small_patch16_18x2_224 deit_small_patch16_224 resmlp_12_224 resmlp_24_224 vit_relpos_small_patch16_rpn_224 deit3_small_patch16_224 gmixer_12_224 vit_small_patch16_224 vit_srelpos_small_patch16_224 vit_relpos_small_patch16_224 cait_s24_224
"(3, 384, 384, 384, 24, 24, 16, 16, 0, 0, 0, 0, 16, 16, 1, 1, 1, False, True)",4,deit3_small_patch16_384 cait_s24_384 cait_s36_384 vit_small_patch16_384
"(3, 384, 384, 288, 24, 24, 16, 16, 0, 0, 0, 0, 16, 16, 1, 1, 1, False, True)",1,cait_xs24_384
"(3, 224, 224, 192, 14, 14, 16, 16, 0, 0, 0, 0, 16, 16, 1, 1, 1, False, True)",7,cait_xxs24_224 cait_xxs36_224 vit_tiny_patch16_224 deit_tiny_distilled_patch16_224 deit_tiny_patch16_224 crossvit_tiny_240 convit_tiny
"(3, 384, 384, 192, 24, 24, 16, 16, 0, 0, 0, 0, 16, 16, 1, 1, 1, False, True)",3,cait_xxs24_384 cait_xxs36_384 vit_tiny_patch16_384
"(3, 224, 224, 128, 56, 56, 4, 4, 0, 0, 0, 0, 4, 4, 1, 1, 1, False, True)",12,focalnet_base_srf convnext_base nest_base_jx swin_base_patch4_window7_224 nest_base focalnet_base_lrf swinv2_cr_base_224 inception_next_base coat_lite_medium twins_svt_large swinv2_cr_base_ns_224 convnextv2_base
"(128, 56, 56, 128, 56, 56, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 128, False, True)",26,davit_base efficientformerv2_s2 twins_svt_large coat_lite_medium efficientformerv2_s1 efficientformerv2_s0
"(32, 56, 56, 32, 56, 56, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 32, False, True)",12,coat_lite_medium
"(48, 56, 56, 48, 56, 56, 5, 5, 2, 2, 2, 2, 1, 1, 1, 1, 48, False, True)",12,coat_lite_medium
"(48, 56, 56, 48, 56, 56, 7, 7, 3, 3, 3, 3, 1, 1, 1, 1, 48, False, True)",24,mambaout_femto mambaout_kobe convnext_femto_ols coat_lite_medium convnext_femto convnextv2_femto
"(128, 56, 56, 256, 28, 28, 2, 2, 0, 0, 0, 0, 2, 2, 1, 1, 1, False, True)",8,focalnet_base_srf convnext_base davit_base focalnet_base_lrf inception_next_base coat_lite_medium twins_svt_large convnextv2_base
"(256, 28, 28, 256, 28, 28, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 256, False, True)",51,davit_base coat_lite_medium efficientformerv2_s2 twins_svt_large
"(64, 28, 28, 64, 28, 28, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 64, False, True)",42,coat_lite_medium
"(96, 28, 28, 96, 28, 28, 5, 5, 2, 2, 2, 2, 1, 1, 1, 1, 96, False, True)",42,coat_lite_medium
"(96, 28, 28, 96, 28, 28, 7, 7, 3, 3, 3, 3, 1, 1, 1, 1, 96, False, True)",54,mambaout_femto mambaout_kobe convnext_femto_ols coat_lite_medium convnext_femto convnextv2_femto
"(256, 28, 28, 320, 14, 14, 2, 2, 0, 0, 0, 0, 2, 2, 1, 1, 1, False, True)",1,coat_lite_medium
"(320, 14, 14, 320, 14, 14, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 320, False, True)",185,twins_pcpvt_large coat_lite_small twins_pcpvt_small coat_lite_mini twins_pcpvt_base coat_lite_medium coat_small
"(80, 14, 14, 80, 14, 14, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 80, False, True)",230,coat_lite_small coat_lite_medium coat_small coat_lite_mini
"(120, 14, 14, 120, 14, 14, 5, 5, 2, 2, 2, 2, 1, 1, 1, 1, 120, False, True)",230,coat_lite_small coat_lite_medium coat_small coat_lite_mini
"(120, 14, 14, 120, 14, 14, 7, 7, 3, 3, 3, 3, 1, 1, 1, 1, 120, False, True)",230,coat_lite_small coat_lite_medium coat_small coat_lite_mini
"(320, 14, 14, 512, 7, 7, 2, 2, 0, 0, 0, 0, 2, 2, 1, 1, 1, False, True)",6,twins_pcpvt_large coat_lite_small twins_pcpvt_small coat_lite_mini twins_pcpvt_base coat_lite_medium
"(512, 7, 7, 512, 7, 7, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 512, False, True)",96,twins_pcpvt_large efficientvit_b0 coat_lite_small twins_pcpvt_small coat_lite_mini twins_pcpvt_base coat_lite_medium twins_svt_small
"(128, 7, 7, 128, 7, 7, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 128, False, True)",93,coat_lite_small coat_lite_medium coat_lite_mini inception_next_base
"(192, 7, 7, 192, 7, 7, 5, 5, 2, 2, 2, 2, 1, 1, 1, 1, 192, False, True)",90,coat_lite_small coat_lite_medium coat_lite_mini
"(192, 7, 7, 192, 7, 7, 7, 7, 3, 3, 3, 3, 1, 1, 1, 1, 192, False, True)",90,coat_lite_small coat_lite_medium coat_lite_mini
"(3, 384, 384, 128, 96, 96, 4, 4, 0, 0, 0, 0, 4, 4, 1, 1, 1, False, True)",4,coat_lite_medium_384 swin_base_patch4_window12_384 swinv2_cr_base_384 swinv2_base_window12to24_192to384
"(128, 96, 96, 128, 96, 96, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 128, False, True)",12,coat_lite_medium_384
"(32, 96, 96, 32, 96, 96, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 32, False, True)",12,coat_lite_medium_384
"(48, 96, 96, 48, 96, 96, 5, 5, 2, 2, 2, 2, 1, 1, 1, 1, 48, False, True)",12,coat_lite_medium_384
"(48, 96, 96, 48, 96, 96, 7, 7, 3, 3, 3, 3, 1, 1, 1, 1, 48, False, True)",12,coat_lite_medium_384
"(128, 96, 96, 256, 48, 48, 2, 2, 0, 0, 0, 0, 2, 2, 1, 1, 1, False, True)",1,coat_lite_medium_384
"(256, 48, 48, 256, 48, 48, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 256, False, True)",42,coat_lite_medium_384
"(64, 48, 48, 64, 48, 48, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 64, False, True)",42,coat_lite_medium_384
"(96, 48, 48, 96, 48, 48, 5, 5, 2, 2, 2, 2, 1, 1, 1, 1, 96, False, True)",42,coat_lite_medium_384
"(96, 48, 48, 96, 48, 48, 7, 7, 3, 3, 3, 3, 1, 1, 1, 1, 96, False, True)",42,coat_lite_medium_384
"(256, 48, 48, 320, 24, 24, 2, 2, 0, 0, 0, 0, 2, 2, 1, 1, 1, False, True)",1,coat_lite_medium_384
"(320, 24, 24, 320, 24, 24, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 320, False, True)",110,coat_lite_medium_384
"(80, 24, 24, 80, 24, 24, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 80, False, True)",110,coat_lite_medium_384
"(120, 24, 24, 120, 24, 24, 5, 5, 2, 2, 2, 2, 1, 1, 1, 1, 120, False, True)",110,coat_lite_medium_384
